Date,Hour,kWh,MWh
7/25/23,19.0,301,0.3
7/25/23,20.0,292,0.29
7/25/23,21.0,"12,432.00",12.43
7/25/23,22.0,"15,040.00",15.04
7/25/23,23.0,"14,959.00",14.96
7/25/23,24.0,"14,910.00",14.91
7/26/23,1.0,"14,923.00",14.92
7/26/23,2.0,"14,907.00",14.91
7/26/23,3.0,"14,875.00",14.88
7/26/23,4.0,"14,872.00",14.87
7/26/23,5.0,"14,855.00",14.86
7/26/23,6.0,"14,846.00",14.85
7/26/23,7.0,"14,829.00",14.83
7/26/23,8.0,"14,865.00",14.87
7/26/23,9.0,"14,988.00",14.99
7/26/23,10.0,"15,176.00",15.18
7/26/23,11.0,"15,322.00",15.32
7/26/23,12.0,"15,439.00",15.44
7/26/23,13.0,"13,517.00",13.52
7/26/23,14.0,318,0.32
7/26/23,15.0,305,0.31
7/26/23,16.0,295,0.3
7/26/23,17.0,285,0.29
7/26/23,18.0,285,0.29
7/26/23,19.0,275,0.28
7/26/23,20.0,269,0.27
7/26/23,21.0,"11,816.00",11.82
7/26/23,22.0,"15,192.00",15.19
7/26/23,23.0,"15,163.00",15.16
7/26/23,24.0,"15,137.00",15.14
7/27/23,1.0,"15,063.00",15.06
7/27/23,2.0,"14,988.00",14.99
7/27/23,3.0,"14,933.00",14.93
7/27/23,4.0,"14,907.00",14.91
7/27/23,5.0,"14,927.00",14.93
7/27/23,6.0,"14,933.00",14.93
7/27/23,7.0,"14,949.00",14.95
7/27/23,8.0,"14,933.00",14.93
7/27/23,9.0,"15,089.00",15.09
7/27/23,10.0,"15,264.00",15.26
7/27/23,11.0,"15,471.00",15.47
7/27/23,12.0,"13,417.00",13.42
7/27/23,13.0,314,0.31
7/27/23,14.0,311,0.31
7/27/23,15.0,301,0.3
7/27/23,16.0,308,0.31
7/27/23,17.0,301,0.3
7/27/23,18.0,308,0.31
7/27/23,19.0,292,0.29
7/27/23,20.0,275,0.28
7/27/23,21.0,"2,932.00",2.93
7/27/23,22.0,"14,865.00",14.87
7/27/23,23.0,"15,163.00",15.16
7/27/23,24.0,"15,186.00",15.19
7/28/23,1.0,"15,108.00",15.11
7/28/23,2.0,"15,066.00",15.07
7/28/23,3.0,"15,043.00",15.04
7/28/23,4.0,"15,024.00",15.02
7/28/23,5.0,"14,995.00",15.0
7/28/23,6.0,"14,904.00",14.9
7/28/23,7.0,"14,891.00",14.89
7/28/23,8.0,"14,910.00",14.91
7/28/23,9.0,"15,056.00",15.06
7/28/23,10.0,"15,212.00",15.21
7/28/23,11.0,"15,380.00",15.38
7/28/23,12.0,"13,449.00",13.45
7/28/23,13.0,311,0.31
7/28/23,14.0,308,0.31
7/28/23,15.0,305,0.31
7/28/23,16.0,301,0.3
7/28/23,17.0,305,0.31
7/28/23,18.0,292,0.29
7/28/23,19.0,272,0.27
7/28/23,20.0,"11,612.00",11.61
7/28/23,21.0,"14,888.00",14.89
7/28/23,22.0,"14,933.00",14.93
7/28/23,23.0,"14,943.00",14.94
7/28/23,24.0,"14,972.00",14.97
7/29/23,1.0,"14,995.00",15.0
7/29/23,2.0,"14,991.00",14.99
7/29/23,3.0,"14,979.00",14.98
7/29/23,4.0,"14,966.00",14.97
7/29/23,5.0,"14,962.00",14.96
7/29/23,6.0,"14,966.00",14.97
7/29/23,7.0,"14,956.00",14.96
7/29/23,8.0,"14,959.00",14.96
7/29/23,9.0,"15,021.00",15.02
7/29/23,10.0,"15,027.00",15.03
7/29/23,11.0,"15,076.00",15.08
7/29/23,12.0,"15,179.00",15.18
7/29/23,13.0,"15,406.00",15.41
7/29/23,14.0,"15,516.00",15.52
7/29/23,15.0,"13,845.00",13.85
7/29/23,16.0,314,0.31
7/29/23,17.0,308,0.31
7/29/23,18.0,295,0.3
7/29/23,19.0,"12,406.00",12.41
7/29/23,20.0,"15,597.00",15.6
7/29/23,21.0,"15,500.00",15.5
7/29/23,22.0,"15,283.00",15.28
7/29/23,23.0,"15,222.00",15.22
7/29/23,24.0,"15,111.00",15.11
7/30/23,1.0,"15,047.00",15.05
7/30/23,2.0,"14,917.00",14.92
7/30/23,3.0,"14,868.00",14.87
7/30/23,4.0,"14,878.00",14.88
7/30/23,5.0,"14,875.00",14.88
7/30/23,6.0,"14,813.00",14.81
7/30/23,7.0,"14,761.00",14.76
7/30/23,8.0,"14,768.00",14.77
7/30/23,9.0,"14,813.00",14.81
7/30/23,10.0,"14,904.00",14.9
7/30/23,11.0,"15,105.00",15.11
7/30/23,12.0,"15,325.00",15.33
7/30/23,13.0,"15,432.00",15.43
7/30/23,14.0,"15,465.00",15.47
7/30/23,15.0,"13,747.00",13.75
7/30/23,16.0,415,0.42
7/30/23,17.0,"11,917.00",11.92
7/30/23,18.0,"15,196.00",15.2
7/30/23,19.0,"15,063.00",15.06
7/30/23,20.0,"15,124.00",15.12
7/30/23,21.0,"15,085.00",15.09
7/30/23,22.0,"15,024.00",15.02
7/30/23,23.0,"14,975.00",14.98
7/30/23,24.0,"14,933.00",14.93
7/31/23,1.0,"14,846.00",14.85
7/31/23,2.0,"14,820.00",14.82
7/31/23,3.0,"14,817.00",14.82
7/31/23,4.0,"14,813.00",14.81
7/31/23,5.0,"14,778.00",14.78
7/31/23,6.0,"14,768.00",14.77
7/31/23,7.0,"14,778.00",14.78
7/31/23,8.0,"14,804.00",14.8
7/31/23,9.0,"14,914.00",14.91
7/31/23,10.0,"15,056.00",15.06
7/31/23,11.0,"15,202.00",15.2
7/31/23,12.0,"15,338.00",15.34
7/31/23,13.0,"15,474.00",15.47
7/31/23,14.0,"14,220.00",14.22
7/31/23,15.0,324,0.32
7/31/23,16.0,321,0.32
7/31/23,17.0,324,0.32
7/31/23,18.0,324,0.32
7/31/23,19.0,311,0.31
7/31/23,20.0,330,0.33
7/31/23,21.0,"12,620.00",12.62
7/31/23,22.0,"15,047.00",15.05
7/31/23,23.0,"14,998.00",15.0
7/31/23,24.0,"14,943.00",14.94
8/1/23,1.0,"14,833.00",14.83
8/1/23,2.0,"14,826.00",14.83
8/1/23,3.0,"14,813.00",14.81
8/1/23,4.0,"14,748.00",14.75
8/1/23,5.0,"14,719.00",14.72
8/1/23,6.0,"14,716.00",14.72
8/1/23,7.0,"14,742.00",14.74
8/1/23,8.0,"14,778.00",14.78
8/1/23,9.0,"14,875.00",14.88
8/1/23,10.0,"15,014.00",15.01
8/1/23,11.0,"15,173.00",15.17
8/1/23,12.0,"15,315.00",15.32
8/1/23,13.0,"13,550.00",13.55
8/1/23,14.0,311,0.31
8/1/23,15.0,305,0.31
8/1/23,16.0,295,0.3
8/1/23,17.0,288,0.29
8/1/23,18.0,285,0.29
8/1/23,19.0,275,0.28
8/1/23,20.0,253,0.25
8/1/23,21.0,"12,105.00",12.11
8/1/23,22.0,"15,131.00",15.13
8/1/23,23.0,"15,034.00",15.03
8/1/23,24.0,"14,917.00",14.92
8/2/23,1.0,"14,962.00",14.96
8/2/23,2.0,"14,936.00",14.94
8/2/23,3.0,"14,885.00",14.89
8/2/23,4.0,"14,878.00",14.88
8/2/23,5.0,"14,865.00",14.87
8/2/23,6.0,"14,868.00",14.87
8/2/23,7.0,"14,833.00",14.83
8/2/23,8.0,"14,846.00",14.85
8/2/23,9.0,"14,891.00",14.89
8/2/23,10.0,"14,923.00",14.92
8/2/23,11.0,"15,089.00",15.09
8/2/23,12.0,"15,179.00",15.18
8/2/23,13.0,"15,241.00",15.24
8/2/23,14.0,"15,286.00",15.29
8/2/23,15.0,"1,610.00",1.61
8/2/23,16.0,894,0.89
8/2/23,17.0,875,0.88
8/2/23,18.0,875,0.88
8/2/23,19.0,833,0.83
8/2/23,20.0,"14,661.00",14.66
8/2/23,21.0,"15,147.00",15.15
8/2/23,22.0,"15,076.00",15.08
8/2/23,23.0,"15,037.00",15.04
8/2/23,24.0,"14,995.00",15.0
8/3/23,1.0,"14,982.00",14.98
8/3/23,2.0,"14,991.00",14.99
8/3/23,3.0,"14,985.00",14.99
8/3/23,4.0,"14,979.00",14.98
8/3/23,5.0,"14,962.00",14.96
8/3/23,6.0,"14,949.00",14.95
8/3/23,7.0,"14,949.00",14.95
8/3/23,8.0,"14,956.00",14.96
8/3/23,9.0,"14,988.00",14.99
8/3/23,10.0,"15,004.00",15.0
8/3/23,11.0,"15,030.00",15.03
8/3/23,12.0,"15,089.00",15.09
8/3/23,13.0,"15,286.00",15.29
8/3/23,14.0,"15,458.00",15.46
8/3/23,15.0,"15,526.00",15.53
8/3/23,16.0,"15,439.00",15.44
8/3/23,17.0,"14,975.00",14.98
8/3/23,18.0,"14,998.00",15.0
8/3/23,19.0,"14,998.00",15.0
8/3/23,20.0,"14,982.00",14.98
8/3/23,21.0,"14,959.00",14.96
8/3/23,22.0,"14,969.00",14.97
8/3/23,23.0,"14,936.00",14.94
8/3/23,24.0,"14,933.00",14.93
8/4/23,1.0,"14,923.00",14.92
8/4/23,2.0,"14,898.00",14.9
8/4/23,3.0,"14,904.00",14.9
8/4/23,4.0,"14,901.00",14.9
8/4/23,5.0,"14,898.00",14.9
8/4/23,6.0,"14,894.00",14.89
8/4/23,7.0,"14,904.00",14.9
8/4/23,8.0,"14,917.00",14.92
8/4/23,9.0,"14,972.00",14.97
8/4/23,10.0,"14,985.00",14.99
8/4/23,11.0,"15,072.00",15.07
8/4/23,12.0,"15,241.00",15.24
8/4/23,13.0,"15,270.00",15.27
8/4/23,14.0,"15,361.00",15.36
8/4/23,15.0,"15,468.00",15.47
8/4/23,16.0,"15,484.00",15.48
8/4/23,17.0,"15,468.00",15.47
8/4/23,18.0,"15,403.00",15.4
8/4/23,19.0,"15,380.00",15.38
8/4/23,20.0,"15,390.00",15.39
8/4/23,21.0,"15,354.00",15.35
8/4/23,22.0,"15,273.00",15.27
8/4/23,23.0,"15,234.00",15.23
8/4/23,24.0,"15,160.00",15.16
8/5/23,1.0,"15,111.00",15.11
8/5/23,2.0,"15,066.00",15.07
8/5/23,3.0,"15,034.00",15.03
8/5/23,4.0,"15,008.00",15.01
8/5/23,5.0,"14,962.00",14.96
8/5/23,6.0,"14,940.00",14.94
8/5/23,7.0,"14,949.00",14.95
8/5/23,8.0,"14,956.00",14.96
8/5/23,9.0,"15,047.00",15.05
8/5/23,10.0,"15,196.00",15.2
8/5/23,11.0,"15,319.00",15.32
8/5/23,12.0,"15,442.00",15.44
8/5/23,13.0,"15,549.00",15.55
8/5/23,14.0,"15,678.00",15.68
8/5/23,15.0,"15,717.00",15.72
8/5/23,16.0,"15,730.00",15.73
8/5/23,17.0,"1,432.00",1.43
8/5/23,18.0,"1,001.00",1.0
8/5/23,19.0,"15,004.00",15.0
8/5/23,20.0,"15,539.00",15.54
8/5/23,21.0,"15,422.00",15.42
8/5/23,22.0,"15,328.00",15.33
8/5/23,23.0,"15,260.00",15.26
8/5/23,24.0,"15,251.00",15.25
8/6/23,1.0,"15,192.00",15.19
8/6/23,2.0,"15,160.00",15.16
8/6/23,3.0,"15,115.00",15.12
8/6/23,4.0,"15,098.00",15.1
8/6/23,5.0,"15,085.00",15.09
8/6/23,6.0,"15,076.00",15.08
8/6/23,7.0,"15,076.00",15.08
8/6/23,8.0,"15,066.00",15.07
8/6/23,9.0,"15,176.00",15.18
8/6/23,10.0,"15,251.00",15.25
8/6/23,11.0,"15,315.00",15.32
8/6/23,12.0,"15,416.00",15.42
8/6/23,13.0,"15,374.00",15.37
8/6/23,14.0,"13,414.00",13.41
8/6/23,15.0,418,0.42
8/6/23,16.0,496,0.5
8/6/23,17.0,"12,999.00",13.0
8/6/23,18.0,"14,975.00",14.98
8/6/23,19.0,"14,982.00",14.98
8/6/23,20.0,"14,920.00",14.92
8/6/23,21.0,"14,820.00",14.82
8/6/23,22.0,"14,804.00",14.8
8/6/23,23.0,"14,778.00",14.78
8/6/23,24.0,"14,778.00",14.78
8/7/23,1.0,"14,742.00",14.74
8/7/23,2.0,"14,748.00",14.75
8/7/23,3.0,"14,729.00",14.73
8/7/23,4.0,"14,739.00",14.74
8/7/23,5.0,"14,761.00",14.76
8/7/23,6.0,"14,774.00",14.77
8/7/23,7.0,"14,781.00",14.78
8/7/23,8.0,"14,800.00",14.8
8/7/23,9.0,"14,943.00",14.94
8/7/23,10.0,"15,115.00",15.12
8/7/23,11.0,"15,244.00",15.24
8/7/23,12.0,"15,400.00",15.4
8/7/23,13.0,"13,206.00",13.21
8/7/23,14.0,324,0.32
8/7/23,15.0,327,0.33
8/7/23,16.0,311,0.31
8/7/23,17.0,305,0.31
8/7/23,18.0,259,0.26
8/7/23,19.0,262,0.26
8/7/23,20.0,"12,004.00",12.0
8/7/23,21.0,"14,781.00",14.78
8/7/23,22.0,"14,787.00",14.79
8/7/23,23.0,"14,736.00",14.74
8/7/23,24.0,"14,700.00",14.7
8/8/23,1.0,"14,690.00",14.69
8/8/23,2.0,"14,687.00",14.69
8/8/23,3.0,"14,674.00",14.67
8/8/23,4.0,"14,658.00",14.66
8/8/23,5.0,"14,671.00",14.67
8/8/23,6.0,"14,671.00",14.67
8/8/23,7.0,"14,674.00",14.67
8/8/23,8.0,"14,680.00",14.68
8/8/23,9.0,"14,739.00",14.74
8/8/23,10.0,"14,823.00",14.82
8/8/23,11.0,"14,936.00",14.94
8/8/23,12.0,"15,069.00",15.07
8/8/23,13.0,"15,141.00",15.14
8/8/23,14.0,"15,150.00",15.15
8/8/23,15.0,"4,604.00",4.6
8/8/23,16.0,991,0.99
8/8/23,17.0,"14,768.00",14.77
8/8/23,18.0,"15,030.00",15.03
8/8/23,19.0,"15,011.00",15.01
8/8/23,20.0,"15,008.00",15.01
8/8/23,21.0,"14,975.00",14.98
8/8/23,22.0,"14,878.00",14.88
8/8/23,23.0,"14,833.00",14.83
8/8/23,24.0,"14,781.00",14.78
8/9/23,1.0,"14,761.00",14.76
8/9/23,2.0,"14,739.00",14.74
8/9/23,3.0,"14,723.00",14.72
8/9/23,4.0,"14,703.00",14.7
8/9/23,5.0,"14,687.00",14.69
8/9/23,6.0,"14,703.00",14.7
8/9/23,7.0,"14,706.00",14.71
8/9/23,8.0,"14,723.00",14.72
8/9/23,9.0,"14,787.00",14.79
8/9/23,10.0,"14,817.00",14.82
8/9/23,11.0,"14,898.00",14.9
8/9/23,12.0,"15,014.00",15.01
8/9/23,13.0,"15,121.00",15.12
8/9/23,14.0,"15,231.00",15.23
8/9/23,15.0,"15,335.00",15.34
8/9/23,16.0,"15,416.00",15.42
8/9/23,17.0,"1,396.00",1.4
8/9/23,18.0,"1,082.00",1.08
8/9/23,19.0,"1,102.00",1.1
8/9/23,20.0,"14,901.00",14.9
8/9/23,21.0,"15,001.00",15.0
8/9/23,22.0,"14,881.00",14.88
8/9/23,23.0,"15,040.00",15.04
8/9/23,24.0,"14,920.00",14.92
8/10/23,1.0,"14,885.00",14.89
8/10/23,2.0,"14,791.00",14.79
8/10/23,3.0,"14,732.00",14.73
8/10/23,4.0,"14,745.00",14.75
8/10/23,5.0,"14,791.00",14.79
8/10/23,6.0,"14,969.00",14.97
8/10/23,7.0,"15,092.00",15.09
8/10/23,8.0,"14,813.00",14.81
8/10/23,9.0,"14,700.00",14.7
8/10/23,10.0,"14,693.00",14.69
8/10/23,11.0,"14,687.00",14.69
8/10/23,12.0,"14,810.00",14.81
8/10/23,13.0,"14,888.00",14.89
8/10/23,14.0,"14,959.00",14.96
8/10/23,15.0,"15,069.00",15.07
8/10/23,16.0,"15,147.00",15.15
8/10/23,17.0,"15,277.00",15.28
8/10/23,18.0,"15,315.00",15.32
8/10/23,19.0,"15,290.00",15.29
8/10/23,20.0,"15,238.00",15.24
8/10/23,21.0,"15,212.00",15.21
8/10/23,22.0,"15,147.00",15.15
8/10/23,23.0,"15,111.00",15.11
8/10/23,24.0,"15,063.00",15.06
8/11/23,1.0,"15,011.00",15.01
8/11/23,2.0,"14,953.00",14.95
8/11/23,3.0,"14,923.00",14.92
8/11/23,4.0,"14,901.00",14.9
8/11/23,5.0,"14,891.00",14.89
8/11/23,6.0,"14,898.00",14.9
8/11/23,7.0,"14,940.00",14.94
8/11/23,8.0,"14,979.00",14.98
8/11/23,9.0,"14,966.00",14.97
8/11/23,10.0,"14,979.00",14.98
8/11/23,11.0,"14,920.00",14.92
8/11/23,12.0,"14,966.00",14.97
8/11/23,13.0,"15,137.00",15.14
8/11/23,14.0,"15,254.00",15.25
8/11/23,15.0,"15,400.00",15.4
8/11/23,16.0,"15,542.00",15.54
8/11/23,17.0,"15,571.00",15.57
8/11/23,18.0,"15,575.00",15.58
8/11/23,19.0,"15,500.00",15.5
8/11/23,20.0,"15,471.00",15.47
8/11/23,21.0,"15,354.00",15.35
8/11/23,22.0,"15,163.00",15.16
8/11/23,23.0,"15,079.00",15.08
8/11/23,24.0,"15,060.00",15.06
8/12/23,1.0,"15,034.00",15.03
8/12/23,2.0,"15,014.00",15.01
8/12/23,3.0,"15,001.00",15.0
8/12/23,4.0,"14,949.00",14.95
8/12/23,5.0,"14,933.00",14.93
8/12/23,6.0,"14,930.00",14.93
8/12/23,7.0,"14,930.00",14.93
8/12/23,8.0,"14,920.00",14.92
8/12/23,9.0,"14,975.00",14.98
8/12/23,10.0,"15,111.00",15.11
8/12/23,11.0,"15,209.00",15.21
8/12/23,12.0,"15,380.00",15.38
8/12/23,13.0,"15,542.00",15.54
8/12/23,14.0,"13,624.00",13.62
8/12/23,15.0,321,0.32
8/12/23,16.0,314,0.31
8/12/23,17.0,318,0.32
8/12/23,18.0,285,0.29
8/12/23,19.0,246,0.25
8/12/23,20.0,"11,544.00",11.54
8/12/23,21.0,"14,878.00",14.88
8/12/23,22.0,"14,943.00",14.94
8/12/23,23.0,"14,920.00",14.92
8/12/23,24.0,"14,907.00",14.91
8/13/23,1.0,"14,894.00",14.89
8/13/23,2.0,"14,862.00",14.86
8/13/23,3.0,"14,852.00",14.85
8/13/23,4.0,"14,823.00",14.82
8/13/23,5.0,"14,791.00",14.79
8/13/23,6.0,"14,791.00",14.79
8/13/23,7.0,"14,781.00",14.78
8/13/23,8.0,"14,781.00",14.78
8/13/23,9.0,"14,881.00",14.88
8/13/23,10.0,"15,027.00",15.03
8/13/23,11.0,"15,186.00",15.19
8/13/23,12.0,"15,332.00",15.33
8/13/23,13.0,"15,471.00",15.47
8/13/23,14.0,"13,271.00",13.27
8/13/23,15.0,308,0.31
8/13/23,16.0,301,0.3
8/13/23,17.0,305,0.31
8/13/23,18.0,305,0.31
8/13/23,19.0,295,0.3
8/13/23,20.0,"12,169.00",12.17
8/13/23,21.0,"15,231.00",15.23
8/13/23,22.0,"15,147.00",15.15
8/13/23,23.0,"15,063.00",15.06
8/13/23,24.0,"14,975.00",14.98
8/14/23,1.0,"14,953.00",14.95
8/14/23,2.0,"14,920.00",14.92
8/14/23,3.0,"14,933.00",14.93
8/14/23,4.0,"14,920.00",14.92
8/14/23,5.0,"14,904.00",14.9
8/14/23,6.0,"14,898.00",14.9
8/14/23,7.0,"14,885.00",14.89
8/14/23,8.0,"14,891.00",14.89
8/14/23,9.0,"15,027.00",15.03
8/14/23,10.0,"15,244.00",15.24
8/14/23,11.0,"15,429.00",15.43
8/14/23,12.0,"13,780.00",13.78
8/14/23,13.0,337,0.34
8/14/23,14.0,337,0.34
8/14/23,15.0,337,0.34
8/14/23,16.0,343,0.34
8/14/23,17.0,337,0.34
8/14/23,18.0,327,0.33
8/14/23,19.0,321,0.32
8/14/23,20.0,314,0.31
8/14/23,21.0,311,0.31
8/14/23,22.0,"12,821.00",12.82
8/14/23,23.0,"15,286.00",15.29
8/14/23,24.0,"15,176.00",15.18
8/15/23,1.0,"15,111.00",15.11
8/15/23,2.0,"15,053.00",15.05
8/15/23,3.0,"15,069.00",15.07
8/15/23,4.0,"15,060.00",15.06
8/15/23,5.0,"15,040.00",15.04
8/15/23,6.0,"15,024.00",15.02
8/15/23,7.0,"15,024.00",15.02
8/15/23,8.0,"15,037.00",15.04
8/15/23,9.0,"15,082.00",15.08
8/15/23,10.0,"15,192.00",15.19
8/15/23,11.0,"15,290.00",15.29
8/15/23,12.0,"15,406.00",15.41
8/15/23,13.0,"13,268.00",13.27
8/15/23,14.0,321,0.32
8/15/23,15.0,308,0.31
8/15/23,16.0,295,0.3
8/15/23,17.0,292,0.29
8/15/23,18.0,285,0.29
8/15/23,19.0,"12,545.00",12.55
8/15/23,20.0,"15,076.00",15.08
8/15/23,21.0,"15,027.00",15.03
8/15/23,22.0,"15,021.00",15.02
8/15/23,23.0,"14,923.00",14.92
8/15/23,24.0,"14,797.00",14.8
8/16/23,1.0,"14,719.00",14.72
8/16/23,2.0,"14,713.00",14.71
8/16/23,3.0,"14,677.00",14.68
8/16/23,4.0,"14,667.00",14.67
8/16/23,5.0,"14,680.00",14.68
8/16/23,6.0,"14,671.00",14.67
8/16/23,7.0,"14,658.00",14.66
8/16/23,8.0,"14,667.00",14.67
8/16/23,9.0,"14,736.00",14.74
8/16/23,10.0,"14,761.00",14.76
8/16/23,11.0,"14,820.00",14.82
8/16/23,12.0,"14,953.00",14.95
8/16/23,13.0,"15,030.00",15.03
8/16/23,14.0,"15,150.00",15.15
8/16/23,15.0,"15,225.00",15.23
8/16/23,16.0,"15,270.00",15.27
8/16/23,17.0,"15,277.00",15.28
8/16/23,18.0,"15,290.00",15.29
8/16/23,19.0,"15,212.00",15.21
8/16/23,20.0,"15,163.00",15.16
8/16/23,21.0,"15,047.00",15.05
8/16/23,22.0,"14,936.00",14.94
8/16/23,23.0,"14,849.00",14.85
8/16/23,24.0,"14,755.00",14.76
8/17/23,1.0,"14,687.00",14.69
8/17/23,2.0,"14,658.00",14.66
8/17/23,3.0,"14,664.00",14.66
8/17/23,4.0,"14,684.00",14.68
8/17/23,5.0,"14,703.00",14.7
8/17/23,6.0,"14,693.00",14.69
8/17/23,7.0,"14,690.00",14.69
8/17/23,8.0,"14,703.00",14.7
8/17/23,9.0,"14,742.00",14.74
8/17/23,10.0,"14,791.00",14.79
8/17/23,11.0,"14,933.00",14.93
8/17/23,12.0,"15,017.00",15.02
8/17/23,13.0,"15,066.00",15.07
8/17/23,14.0,"15,144.00",15.14
8/17/23,15.0,"15,254.00",15.25
8/17/23,16.0,"15,315.00",15.32
8/17/23,17.0,"1,432.00",1.43
8/17/23,18.0,"14,923.00",14.92
8/17/23,19.0,"15,141.00",15.14
8/17/23,20.0,"15,079.00",15.08
8/17/23,21.0,"14,923.00",14.92
8/17/23,22.0,"14,742.00",14.74
8/17/23,23.0,"14,697.00",14.7
8/17/23,24.0,"14,664.00",14.66
8/18/23,1.0,"14,638.00",14.64
8/18/23,2.0,"14,632.00",14.63
8/18/23,3.0,"14,667.00",14.67
8/18/23,4.0,"14,684.00",14.68
8/18/23,5.0,"14,687.00",14.69
8/18/23,6.0,"14,687.00",14.69
8/18/23,7.0,"14,706.00",14.71
8/18/23,8.0,"14,690.00",14.69
8/18/23,9.0,"14,726.00",14.73
8/18/23,10.0,"14,794.00",14.79
8/18/23,11.0,"14,949.00",14.95
8/18/23,12.0,"15,085.00",15.09
8/18/23,13.0,"15,215.00",15.22
8/18/23,14.0,"15,328.00",15.33
8/18/23,15.0,"1,364.00",1.36
8/18/23,16.0,"1,072.00",1.07
8/18/23,17.0,"1,140.00",1.14
8/18/23,18.0,"1,137.00",1.14
8/18/23,19.0,"15,034.00",15.03
8/18/23,20.0,"15,205.00",15.21
8/18/23,21.0,"15,209.00",15.21
8/18/23,22.0,"15,053.00",15.05
8/18/23,23.0,"14,927.00",14.93
8/18/23,24.0,"14,862.00",14.86
8/19/23,1.0,"14,800.00",14.8
8/19/23,2.0,"14,771.00",14.77
8/19/23,3.0,"14,742.00",14.74
8/19/23,4.0,"14,713.00",14.71
8/19/23,5.0,"14,680.00",14.68
8/19/23,6.0,"14,684.00",14.68
8/19/23,7.0,"14,671.00",14.67
8/19/23,8.0,"14,693.00",14.69
8/19/23,9.0,"14,739.00",14.74
8/19/23,10.0,"14,778.00",14.78
8/19/23,11.0,"14,885.00",14.89
8/19/23,12.0,"14,991.00",14.99
8/19/23,13.0,"15,089.00",15.09
8/19/23,14.0,"15,222.00",15.22
8/19/23,15.0,"15,277.00",15.28
8/19/23,16.0,"15,341.00",15.34
8/19/23,17.0,"15,384.00",15.38
8/19/23,18.0,"15,384.00",15.38
8/19/23,19.0,"15,367.00",15.37
8/19/23,20.0,"15,345.00",15.35
8/19/23,21.0,"15,234.00",15.23
8/19/23,22.0,"15,131.00",15.13
8/19/23,23.0,"14,988.00",14.99
8/19/23,24.0,"14,875.00",14.88
8/20/23,1.0,"14,761.00",14.76
8/20/23,2.0,"14,719.00",14.72
8/20/23,3.0,"14,690.00",14.69
8/20/23,4.0,"14,697.00",14.7
8/20/23,5.0,"14,684.00",14.68
8/20/23,6.0,"14,687.00",14.69
8/20/23,7.0,"14,674.00",14.67
8/20/23,8.0,"14,752.00",14.75
8/20/23,9.0,"14,755.00",14.76
8/20/23,10.0,"14,855.00",14.86
8/20/23,11.0,"14,991.00",14.99
8/20/23,12.0,"15,189.00",15.19
8/20/23,13.0,"15,312.00",15.31
8/20/23,14.0,"15,384.00",15.38
8/20/23,15.0,"15,523.00",15.52
8/20/23,16.0,"15,546.00",15.55
8/20/23,17.0,"1,387.00",1.39
8/20/23,18.0,"1,063.00",1.06
8/20/23,19.0,"15,034.00",15.03
8/20/23,20.0,"15,315.00",15.32
8/20/23,21.0,"15,166.00",15.17
8/20/23,22.0,"14,985.00",14.99
8/20/23,23.0,"14,946.00",14.95
8/20/23,24.0,"14,859.00",14.86
8/21/23,1.0,"14,813.00",14.81
8/21/23,2.0,"14,829.00",14.83
8/21/23,3.0,"14,817.00",14.82
8/21/23,4.0,"14,797.00",14.8
8/21/23,5.0,"14,774.00",14.77
8/21/23,6.0,"14,758.00",14.76
8/21/23,7.0,"14,742.00",14.74
8/21/23,8.0,"14,774.00",14.77
8/21/23,9.0,"14,933.00",14.93
8/21/23,10.0,"15,111.00",15.11
8/21/23,11.0,"15,270.00",15.27
8/21/23,12.0,"15,422.00",15.42
8/21/23,13.0,"12,746.00",12.75
8/21/23,14.0,334,0.33
8/21/23,15.0,340,0.34
8/21/23,16.0,327,0.33
8/21/23,17.0,327,0.33
8/21/23,18.0,324,0.32
8/21/23,19.0,308,0.31
8/21/23,20.0,301,0.3
8/21/23,21.0,318,0.32
8/21/23,22.0,"11,732.00",11.73
8/21/23,23.0,"15,166.00",15.17
8/21/23,24.0,"15,072.00",15.07
8/22/23,1.0,"14,979.00",14.98
8/22/23,2.0,"14,933.00",14.93
8/22/23,3.0,"14,894.00",14.89
8/22/23,4.0,"14,885.00",14.89
8/22/23,5.0,"14,849.00",14.85
8/22/23,6.0,"14,823.00",14.82
8/22/23,7.0,"14,875.00",14.88
8/22/23,8.0,"14,901.00",14.9
8/22/23,9.0,"15,021.00",15.02
8/22/23,10.0,"15,157.00",15.16
8/22/23,11.0,"15,280.00",15.28
8/22/23,12.0,"12,792.00",12.79
8/22/23,13.0,327,0.33
8/22/23,14.0,330,0.33
8/22/23,15.0,330,0.33
8/22/23,16.0,330,0.33
8/22/23,17.0,334,0.33
8/22/23,18.0,327,0.33
8/22/23,19.0,314,0.31
8/22/23,20.0,308,0.31
8/22/23,21.0,298,0.3
8/22/23,22.0,"12,234.00",12.23
8/22/23,23.0,"15,238.00",15.24
8/22/23,24.0,"15,228.00",15.23
8/23/23,1.0,"15,183.00",15.18
8/23/23,2.0,"15,179.00",15.18
8/23/23,3.0,"15,144.00",15.14
8/23/23,4.0,"15,131.00",15.13
8/23/23,5.0,"15,105.00",15.11
8/23/23,6.0,"15,095.00",15.1
8/23/23,7.0,"15,131.00",15.13
8/23/23,8.0,"15,144.00",15.14
8/23/23,9.0,"15,170.00",15.17
8/23/23,10.0,"15,212.00",15.21
