zone,January,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,February,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,March,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,April,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,May,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,June,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,July,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,August,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,September,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER
ZoneA,2023-01-02 12:00,345,233,0,5,99,641,0,0,34,8,347,,ZoneA,2023-02-02 12:00,490,474,0,1,91,1147,0,8,26,4,396,,ZoneA,2023-03-02 12:00,533,212,0,31,100,1109,0,5,33,7,319,,ZoneA,2023-04-02 12:00,532,411,1,373,44,470,0,5,52,23,296,,ZoneA,2023-05-02 12:00,134,369,0,560,172,929,1,7,40,34,320,,ZoneA,2023-06-02 12:00,570,356,0,378,19,912,0,8,43,18,367,,ZoneA,2023-07-02 12:00,579,385,0,0,17,1271,0,5,26,1,338,,ZoneA,2023-08-02 12:00,565,411,0,0,16,1152,0,6,27,1,383,,ZoneA,2023-09-02 12:00,533,221,0,0,19,860,0,6,34,1,331
ZoneA,2023-01-02 13:00,354,233,0,118,65,574,0,0,40,14,321,,ZoneA,2023-02-02 13:00,491,474,0,14,97,1159,0,9,27,5,392,,ZoneA,2023-03-02 13:00,545,158,0,124,99,1118,0,5,37,11,289,,ZoneA,2023-04-02 13:00,570,442,0,688,47,447,0,6,59,33,255,,ZoneA,2023-05-02 13:00,138,383,0,692,82,1032,0,7,39,33,320,,ZoneA,2023-06-02 13:00,576,362,0,402,17,1071,1,8,41,17,367,,ZoneA,2023-07-02 13:00,580,388,0,0,17,1248,0,5,27,1,336,,ZoneA,2023-08-02 13:00,580,423,0,0,16,1193,0,6,27,1,383,,ZoneA,2023-09-02 13:00,537,226,0,0,19,860,0,6,34,1,332
ZoneA,2023-01-02 14:00,350,213,0,246,18,470,0,0,47,20,287,,ZoneA,2023-02-02 14:00,489,474,1,39,89,1171,0,8,27,6,390,,ZoneA,2023-03-02 14:00,560,157,0,169,52,1174,0,5,37,10,290,,ZoneA,2023-04-02 14:00,569,441,0,723,51,446,0,5,60,35,250,,ZoneA,2023-05-02 14:00,139,383,0,719,72,1049,1,7,39,34,319,,ZoneA,2023-06-02 14:00,573,436,0,378,19,1101,0,7,39,16,367,,ZoneA,2023-07-02 14:00,589,396,0,0,16,1295,0,5,26,1,338,,ZoneA,2023-08-02 14:00,581,426,0,2,16,1303,0,7,26,1,385,,ZoneA,2023-09-02 14:00,551,231,0,0,17,904,0,7,33,1,333
ZoneA,2023-01-02 15:00,351,212,0,271,7,425,0,0,50,22,279,,ZoneA,2023-02-02 15:00,487,478,1,56,73,1195,0,8,27,6,391,,ZoneA,2023-03-02 15:00,564,163,0,131,40,1261,1,5,34,8,303,,ZoneA,2023-04-02 15:00,576,448,0,730,50,446,0,5,60,35,251,,ZoneA,2023-05-02 15:00,138,391,0,746,68,1051,0,9,40,34,318,,ZoneA,2023-06-02 15:00,570,519,0,422,22,1075,0,7,39,17,366,,ZoneA,2023-07-02 15:00,569,385,0,9,15,1255,0,5,27,1,337,,ZoneA,2023-08-02 15:00,567,419,0,101,17,1325,0,6,28,1,370,,ZoneA,2023-09-02 15:00,562,237,0,40,18,952,0,7,34,3,327
ZoneA,2023-01-02 16:00,348,205,0,255,5,407,0,1,50,21,279,,ZoneA,2023-02-02 16:00,486,483,1,75,72,1173,0,8,28,6,389,,ZoneA,2023-03-02 16:00,565,165,0,172,42,1252,0,5,35,10,297,,ZoneA,2023-04-02 16:00,574,447,0,737,49,470,0,5,60,34,252,,ZoneA,2023-05-02 16:00,138,402,0,749,69,1078,0,8,39,34,321,,ZoneA,2023-06-02 16:00,574,542,0,454,24,1116,0,6,39,18,336,,ZoneA,2023-07-02 16:00,576,393,0,152,16,1223,0,5,32,7,323,,ZoneA,2023-08-02 16:00,579,426,0,387,16,1350,0,6,36,5,332,,ZoneA,2023-09-02 16:00,576,238,0,260,17,936,0,6,42,14,289
ZoneA,2023-01-02 17:00,353,206,0,247,5,424,0,0,49,20,281,,ZoneA,2023-02-02 17:00,493,488,0,95,66,1132,0,8,29,7,386,,ZoneA,2023-03-02 17:00,565,164,0,186,39,1294,0,5,35,10,297,,ZoneA,2023-04-02 17:00,577,447,0,738,51,494,0,5,59,34,253,,ZoneA,2023-05-02 17:00,132,400,0,759,73,1107,0,8,39,34,320,,ZoneA,2023-06-02 17:00,566,546,0,472,34,1104,0,6,39,19,299,,ZoneA,2023-07-02 17:00,587,402,0,362,17,1244,0,5,37,15,302,,ZoneA,2023-08-02 17:00,589,435,0,568,15,1443,0,5,38,14,315,,ZoneA,2023-09-02 17:00,613,255,0,445,19,1059,0,8,45,19,272
ZoneA,2023-01-02 18:00,373,220,0,256,5,443,0,1,49,20,283,,ZoneA,2023-02-02 18:00,496,489,1,90,63,1136,0,7,28,7,387,,ZoneA,2023-03-02 18:00,566,169,0,171,33,1334,0,5,34,9,303,,ZoneA,2023-04-02 18:00,568,445,0,732,48,485,0,4,59,34,253,,ZoneA,2023-05-02 18:00,134,401,0,752,74,1138,0,9,38,33,322,,ZoneA,2023-06-02 18:00,563,544,0,523,42,1062,0,6,41,21,294,,ZoneA,2023-07-02 18:00,595,408,0,510,17,1377,0,5,39,18,285,,ZoneA,2023-08-02 18:00,589,450,0,604,15,1595,0,5,37,18,318,,ZoneA,2023-09-02 18:00,604,253,0,512,17,1083,0,8,46,21,267
ZoneA,2023-01-02 19:00,362,219,0,240,5,430,0,1,48,20,288,,ZoneA,2023-02-02 19:00,504,501,1,63,63,1160,0,7,27,5,393,,ZoneA,2023-03-02 19:00,580,242,0,118,37,1353,0,5,32,7,325,,ZoneA,2023-04-02 19:00,565,458,0,677,45,424,0,4,59,33,260,,ZoneA,2023-05-02 19:00,125,403,0,760,76,1201,0,8,37,33,325,,ZoneA,2023-06-02 19:00,562,538,0,485,68,1192,0,6,39,19,309,,ZoneA,2023-07-02 19:00,598,424,0,606,16,1520,0,5,39,20,281,,ZoneA,2023-08-02 19:00,585,446,0,567,15,1668,1,5,36,18,323,,ZoneA,2023-09-02 19:00,605,259,0,555,21,1139,0,9,46,22,266
ZoneA,2023-01-02 20:00,348,210,0,210,4,422,0,1,47,18,293,,ZoneA,2023-02-02 20:00,498,490,1,40,65,1192,0,7,26,5,396,,ZoneA,2023-03-02 20:00,566,291,0,62,43,1319,0,5,29,5,344,,ZoneA,2023-04-02 20:00,558,409,0,555,46,418,0,4,58,30,262,,ZoneA,2023-05-02 20:00,125,396,0,723,74,1274,0,8,35,31,330,,ZoneA,2023-06-02 20:00,566,542,0,481,91,1228,0,7,39,20,309,,ZoneA,2023-07-02 20:00,591,423,0,679,17,1522,0,4,40,22,281,,ZoneA,2023-08-02 20:00,584,452,0,626,15,1705,0,5,36,17,319,,ZoneA,2023-09-02 20:00,592,251,0,551,20,1137,0,10,45,22,267
ZoneA,2023-01-02 21:00,314,186,0,103,8,413,0,0,41,11,319,,ZoneA,2023-02-02 21:00,500,490,1,24,67,1235,0,7,25,4,398,,ZoneA,2023-03-02 21:00,570,300,0,36,41,1299,0,5,29,3,350,,ZoneA,2023-04-02 21:00,564,394,0,553,50,497,0,4,57,29,262,,ZoneA,2023-05-02 21:00,124,388,0,582,81,1300,0,7,32,27,347,,ZoneA,2023-06-02 21:00,566,538,0,470,125,1197,0,7,40,20,317,,ZoneA,2023-07-02 21:00,596,481,0,689,17,1571,0,4,39,21,285,,ZoneA,2023-08-02 21:00,581,461,0,611,20,1851,0,5,34,18,326,,ZoneA,2023-09-02 21:00,596,258,0,576,29,1154,0,9,46,23,265
ZoneA,2023-01-02 22:00,309,186,0,9,35,477,0,0,35,4,347,,ZoneA,2023-02-02 22:00,505,503,1,5,72,1337,0,7,24,3,402,,ZoneA,2023-03-02 22:00,557,274,0,9,106,1292,0,5,30,5,340,,ZoneA,2023-04-02 22:00,556,476,0,288,175,554,0,4,50,23,308,,ZoneA,2023-05-02 22:00,131,404,0,300,163,1438,0,7,24,19,381,,ZoneA,2023-06-02 22:00,566,535,0,367,125,1241,0,7,37,17,325,,ZoneA,2023-07-02 22:00,597,614,0,661,18,1678,0,4,36,19,287,,ZoneA,2023-08-02 22:00,585,467,0,614,31,1936,0,4,34,17,327,,ZoneA,2023-09-02 22:00,599,261,0,593,31,1228,0,9,45,23,268
ZoneA,2023-01-02 23:00,326,198,0,0,68,554,0,0,34,6,344,,ZoneA,2023-02-02 23:00,510,504,0,0,132,1380,0,7,25,5,393,,ZoneA,2023-03-02 23:00,556,241,0,0,204,1297,0,5,33,9,320,,ZoneA,2023-04-02 23:00,563,561,0,21,336,595,0,5,44,17,347,,ZoneA,2023-05-02 23:00,134,443,0,91,209,1557,0,7,18,12,415,,ZoneA,2023-06-02 23:00,566,530,0,134,172,1338,0,7,32,11,318,,ZoneA,2023-07-02 23:00,598,741,0,611,39,1707,0,4,34,18,292,,ZoneA,2023-08-02 23:00,582,461,0,595,105,1973,0,4,34,17,322,,ZoneA,2023-09-02 23:00,595,271,0,619,36,1306,0,7,44,23,271
ZoneA,2023-01-03 0:00,335,198,0,0,70,576,0,0,34,6,342,,ZoneA,2023-02-03 0:00,510,508,0,0,102,1388,0,7,24,4,398,,ZoneA,2023-03-03 0:00,559,235,0,0,203,1272,0,5,34,9,317,,ZoneA,2023-04-03 0:00,561,566,0,0,358,592,0,5,44,17,348,,ZoneA,2023-05-03 0:00,137,449,0,1,281,1577,0,7,17,12,419,,ZoneA,2023-06-03 0:00,557,533,0,6,185,1334,0,7,29,7,324,,ZoneA,2023-07-03 0:00,612,777,0,582,48,1765,0,4,33,17,293,,ZoneA,2023-08-03 0:00,579,456,0,472,217,1984,0,4,34,18,323,,ZoneA,2023-09-03 0:00,595,278,0,594,46,1414,0,5,42,22,278
ZoneA,2023-01-03 1:00,346,206,0,0,65,584,0,0,34,5,344,,ZoneA,2023-02-03 1:00,508,502,0,0,101,1371,0,7,24,4,398,,ZoneA,2023-03-03 1:00,557,235,0,0,210,1192,0,5,35,10,313,,ZoneA,2023-04-03 1:00,554,576,0,8,297,536,0,5,43,15,360,,ZoneA,2023-05-03 1:00,141,478,0,0,246,1474,0,7,17,11,430,,ZoneA,2023-06-03 1:00,549,524,0,0,129,1305,0,7,27,5,325,,ZoneA,2023-07-03 1:00,611,777,0,515,117,1777,0,4,33,17,292,,ZoneA,2023-08-03 1:00,577,460,0,419,247,1963,0,4,34,18,325,,ZoneA,2023-09-03 1:00,593,294,0,546,55,1502,0,5,40,20,289
ZoneA,2023-01-03 2:00,312,186,0,0,44,505,0,0,34,4,347,,ZoneA,2023-02-03 2:00,511,505,1,0,99,1268,0,7,26,4,398,,ZoneA,2023-03-03 2:00,548,229,0,0,197,1094,0,5,36,10,310,,ZoneA,2023-04-03 2:00,542,560,1,7,172,532,0,5,40,10,383,,ZoneA,2023-05-03 2:00,143,443,0,0,143,1441,0,8,13,7,443,,ZoneA,2023-06-03 2:00,543,499,0,0,70,1212,0,7,26,3,322,,ZoneA,2023-07-03 2:00,610,772,0,453,151,1828,0,5,32,16,289,,ZoneA,2023-08-03 2:00,578,458,0,260,257,1985,0,4,31,18,339,,ZoneA,2023-09-03 2:00,601,298,0,293,103,1622,0,6,34,14,314
ZoneA,2023-01-03 3:00,301,180,0,0,27,453,0,0,34,3,351,,ZoneA,2023-02-03 3:00,502,495,1,0,75,1164,0,7,26,3,401,,ZoneA,2023-03-03 3:00,541,220,0,0,105,1068,0,6,33,5,322,,ZoneA,2023-04-03 3:00,537,538,1,7,73,494,0,5,37,5,400,,ZoneA,2023-05-03 3:00,155,369,0,0,128,1330,0,8,14,7,431,,ZoneA,2023-06-03 3:00,544,442,0,0,20,1127,0,8,26,1,331,,ZoneA,2023-07-03 3:00,604,748,0,360,178,1778,0,5,31,15,306,,ZoneA,2023-08-03 3:00,576,466,0,58,270,1994,0,5,27,14,360,,ZoneA,2023-09-03 3:00,591,295,0,29,149,1681,0,6,28,6,342
ZoneA,2023-01-03 4:00,283,170,0,0,14,396,0,0,34,2,354,,ZoneA,2023-02-03 4:00,498,487,1,0,63,1067,0,7,26,3,402,,ZoneA,2023-03-03 4:00,524,217,0,0,46,983,0,6,32,3,331,,ZoneA,2023-04-03 4:00,246,34,0,3,10,78,0,3,69,4,168,,ZoneA,2023-05-03 4:00,174,355,0,0,73,1267,0,9,13,4,437,,ZoneA,2023-06-03 4:00,553,358,0,0,21,1012,0,8,29,1,362,,ZoneA,2023-07-03 4:00,619,696,0,121,167,1961,0,5,25,8,329,,ZoneA,2023-08-03 4:00,571,456,0,1,206,1929,0,5,25,10,372,,ZoneA,2023-09-03 4:00,592,291,0,0,102,1601,0,7,27,4,349
ZoneA,2023-01-03 5:00,538,305,1,0,29,747,0,9,35,2,350,,ZoneA,2023-02-03 5:00,513,488,1,0,59,987,0,8,28,3,400,,ZoneA,2023-03-03 5:00,523,209,1,0,43,882,0,6,34,3,325,,ZoneA,2023-04-03 5:00,265,27,0,2,10,86,0,3,71,3,152,,ZoneA,2023-05-03 5:00,178,297,0,0,62,1290,0,10,13,4,425,,ZoneA,2023-06-03 5:00,549,340,0,0,18,920,0,8,31,1,382,,ZoneA,2023-07-03 5:00,621,658,0,5,222,1940,0,5,25,7,343,,ZoneA,2023-08-03 5:00,575,455,0,0,223,1819,0,5,26,7,368,,ZoneA,2023-09-03 5:00,591,294,0,0,91,1415,0,6,28,4,347
ZoneA,2023-01-03 6:00,549,309,1,0,21,760,0,9,35,1,351,,ZoneA,2023-02-03 6:00,298,291,0,0,13,427,0,0,30,1,409,,ZoneA,2023-03-03 6:00,517,203,1,0,42,833,0,5,35,3,322,,ZoneA,2023-04-03 6:00,230,24,1,0,9,78,0,3,70,3,158,,ZoneA,2023-05-03 6:00,176,191,0,0,57,1343,0,10,13,3,401,,ZoneA,2023-06-03 6:00,543,326,0,0,16,827,0,8,33,1,387,,ZoneA,2023-07-03 6:00,610,625,0,0,208,1852,0,5,25,6,357,,ZoneA,2023-08-03 6:00,568,438,0,0,222,1620,0,5,28,7,363,,ZoneA,2023-09-03 6:00,568,271,0,0,118,1240,0,6,31,5,336
ZoneA,2023-01-03 7:00,546,305,1,0,19,767,0,9,34,1,351,,ZoneA,2023-02-03 7:00,303,297,0,0,13,439,0,0,30,1,410,,ZoneA,2023-03-03 7:00,522,202,1,0,43,860,0,5,35,3,322,,ZoneA,2023-04-03 7:00,235,26,1,0,9,82,0,3,69,3,162,,ZoneA,2023-05-03 7:00,178,188,0,0,58,1320,0,10,14,4,400,,ZoneA,2023-06-03 7:00,539,324,0,0,17,776,0,8,34,1,388,,ZoneA,2023-07-03 7:00,621,488,0,0,199,1787,0,5,26,6,371,,ZoneA,2023-08-03 7:00,569,429,0,0,179,1428,0,5,29,8,364,,ZoneA,2023-09-03 7:00,571,269,0,0,110,1069,0,6,34,5,330
ZoneA,2023-01-03 8:00,542,307,1,0,19,765,0,9,34,1,352,,ZoneA,2023-02-03 8:00,307,299,0,0,13,433,0,0,30,1,409,,ZoneA,2023-03-03 8:00,538,209,1,0,45,918,0,6,34,3,324,,ZoneA,2023-04-03 8:00,215,24,1,0,8,76,0,3,68,3,163,,ZoneA,2023-05-03 8:00,184,190,0,0,59,1360,0,11,14,4,399,,ZoneA,2023-06-03 8:00,548,329,0,0,16,752,0,9,34,1,386,,ZoneA,2023-07-03 8:00,599,420,0,0,127,1676,0,5,26,5,370,,ZoneA,2023-08-03 8:00,567,423,0,0,97,1292,0,6,28,7,373,,ZoneA,2023-09-03 8:00,554,266,0,0,95,951,0,6,35,5,330
ZoneA,2023-01-03 9:00,544,312,1,0,19,788,0,9,34,1,354,,ZoneA,2023-02-03 9:00,320,313,0,0,14,478,0,0,30,1,410,,ZoneA,2023-03-03 9:00,537,211,1,0,44,925,0,6,34,3,325,,ZoneA,2023-04-03 9:00,231,27,0,0,9,87,0,3,67,3,169,,ZoneA,2023-05-03 9:00,174,199,0,0,59,1463,0,10,12,3,403,,ZoneA,2023-06-03 9:00,547,328,0,0,17,745,0,9,34,1,376,,ZoneA,2023-07-03 9:00,608,418,0,0,29,1588,0,5,24,1,370,,ZoneA,2023-08-03 9:00,571,420,0,0,18,1242,0,6,26,4,384,,ZoneA,2023-09-03 9:00,535,247,0,0,58,897,0,6,34,3,333
ZoneA,2023-01-03 10:00,561,328,1,0,35,882,0,10,33,2,355,,ZoneA,2023-02-03 10:00,335,329,0,0,14,566,0,0,28,1,410,,ZoneA,2023-03-03 10:00,526,206,1,0,43,885,0,12,34,3,324,,ZoneA,2023-04-03 10:00,237,34,1,0,11,105,0,3,63,3,190,,ZoneA,2023-05-03 10:00,166,218,0,3,145,1547,0,9,15,7,392,,ZoneA,2023-06-03 10:00,550,328,0,11,19,740,0,8,35,2,370,,ZoneA,2023-07-03 10:00,594,405,0,0,23,1451,0,6,25,1,362,,ZoneA,2023-08-03 10:00,578,409,0,0,17,1268,0,6,26,1,381,,ZoneA,2023-09-03 10:00,543,238,0,0,17,903,0,6,33,1,336
ZoneA,2023-01-03 11:00,593,360,1,0,101,1043,0,10,33,5,350,,ZoneA,2023-02-03 11:00,355,348,0,0,14,698,0,0,26,1,410,,ZoneA,2023-03-03 11:00,538,222,1,0,47,1035,0,11,32,3,333,,ZoneA,2023-04-03 11:00,216,34,0,8,11,98,0,3,64,5,191,,ZoneA,2023-05-03 11:00,145,203,0,185,208,1419,0,7,25,18,347,,ZoneA,2023-06-03 11:00,555,337,0,188,31,680,0,8,43,12,369,,ZoneA,2023-07-03 11:00,605,402,0,0,24,1398,0,6,26,1,353,,ZoneA,2023-08-03 11:00,580,403,0,0,17,1239,0,6,27,1,379,,ZoneA,2023-09-03 11:00,533,229,0,0,17,846,0,6,34,1,333
ZoneA,2023-01-03 12:00,590,370,0,7,159,1097,0,9,34,7,344,,ZoneA,2023-02-03 12:00,381,372,0,0,16,826,0,0,25,1,409,,ZoneA,2023-03-03 12:00,531,225,0,53,47,1052,0,10,33,5,326,,ZoneA,2023-04-03 12:00,325,46,0,107,14,130,0,4,71,19,151,,ZoneA,2023-05-03 12:00,139,187,0,562,99,1203,0,7,37,30,296,,ZoneA,2023-06-03 12:00,561,342,0,453,24,667,0,8,51,23,368,,ZoneA,2023-07-03 12:00,602,405,0,0,24,1417,0,6,26,1,349,,ZoneA,2023-08-03 12:00,588,406,0,0,17,1293,0,6,26,1,379,,ZoneA,2023-09-03 12:00,547,233,0,0,17,835,0,7,34,1,331
ZoneA,2023-01-03 13:00,574,359,0,146,101,984,0,8,38,11,328,,ZoneA,2023-02-03 13:00,389,380,0,6,17,850,0,0,25,1,407,,ZoneA,2023-03-03 13:00,539,221,0,297,49,918,0,8,44,17,279,,ZoneA,2023-04-03 13:00,379,49,0,165,14,130,0,4,75,24,131,,ZoneA,2023-05-03 13:00,137,184,0,692,65,1226,0,6,39,33,285,,ZoneA,2023-06-03 13:00,592,363,0,584,28,788,0,8,51,26,366,,ZoneA,2023-07-03 13:00,603,410,0,0,24,1411,0,6,26,1,346,,ZoneA,2023-08-03 13:00,584,408,0,0,16,1313,0,5,26,1,381,,ZoneA,2023-09-03 13:00,542,229,0,0,16,818,0,7,35,1,330
ZoneA,2023-01-03 14:00,569,339,0,314,38,854,0,7,43,17,302,,ZoneA,2023-02-03 14:00,392,385,0,23,15,836,0,0,26,2,404,,ZoneA,2023-03-03 14:00,558,231,0,467,52,898,0,9,49,23,256,,ZoneA,2023-04-03 14:00,323,34,0,67,10,89,0,3,76,15,128,,ZoneA,2023-05-03 14:00,141,190,0,729,68,1255,0,7,39,34,282,,ZoneA,2023-06-03 14:00,605,372,0,545,24,969,0,8,47,23,367,,ZoneA,2023-07-03 14:00,599,410,0,0,22,1435,0,6,25,1,343,,ZoneA,2023-08-03 14:00,603,431,0,1,17,1485,0,6,24,1,384,,ZoneA,2023-09-03 14:00,548,232,0,0,17,824,0,7,35,1,330
ZoneA,2023-01-03 15:00,552,329,0,344,24,770,0,7,45,18,295,,ZoneA,2023-02-03 15:00,373,366,0,98,16,704,0,0,31,7,384,,ZoneA,2023-03-03 15:00,569,242,0,446,52,1042,0,8,45,21,269,,ZoneA,2023-04-03 15:00,338,33,0,81,12,84,0,3,78,17,115,,ZoneA,2023-05-03 15:00,135,191,0,747,69,1250,0,7,40,34,281,,ZoneA,2023-06-03 15:00,588,455,0,480,25,1056,0,7,42,19,367,,ZoneA,2023-07-03 15:00,589,406,0,4,27,1402,0,5,26,1,340,,ZoneA,2023-08-03 15:00,578,420,0,24,15,1552,0,5,24,1,383,,ZoneA,2023-09-03 15:00,551,233,0,48,17,841,0,7,36,4,321
ZoneA,2023-01-03 16:00,549,322,0,334,16,743,0,7,46,18,295,,ZoneA,2023-02-03 16:00,372,364,0,253,16,535,0,0,42,17,342,,ZoneA,2023-03-03 16:00,577,235,0,264,52,1200,0,7,38,14,297,,ZoneA,2023-04-03 16:00,383,34,0,119,12,87,0,3,81,21,104,,ZoneA,2023-05-03 16:00,138,194,0,756,69,1242,0,8,40,34,280,,ZoneA,2023-06-03 16:00,593,512,0,522,29,1107,0,8,41,20,336,,ZoneA,2023-07-03 16:00,583,406,0,85,26,1406,0,6,28,5,309,,ZoneA,2023-08-03 16:00,571,414,0,96,14,1532,0,4,26,1,372,,ZoneA,2023-09-03 16:00,575,246,0,306,18,866,0,7,45,16,281
ZoneA,2023-01-03 17:00,543,315,0,320,12,750,0,7,45,17,296,,ZoneA,2023-02-03 17:00,373,361,0,340,15,510,0,0,45,22,322,,ZoneA,2023-03-03 17:00,552,223,0,319,51,1115,0,7,41,16,286,,ZoneA,2023-04-03 17:00,397,33,0,141,13,88,0,3,82,23,98,,ZoneA,2023-05-03 17:00,132,191,0,741,76,1194,0,7,41,35,278,,ZoneA,2023-06-03 17:00,593,511,0,561,28,1199,0,8,41,20,297,,ZoneA,2023-07-03 17:00,595,418,0,243,27,1419,1,6,32,10,272,,ZoneA,2023-08-03 17:00,569,414,0,213,15,1517,0,4,29,4,356,,ZoneA,2023-09-03 17:00,585,244,0,497,18,926,0,6,48,23,259
ZoneA,2023-01-03 18:00,539,320,0,315,13,740,0,7,45,17,299,,ZoneA,2023-02-03 18:00,390,380,0,416,16,534,0,0,47,25,311,,ZoneA,2023-03-03 18:00,564,233,0,414,53,1065,0,9,44,20,272,,ZoneA,2023-04-03 18:00,396,34,0,167,13,94,0,3,81,25,98,,ZoneA,2023-05-03 18:00,133,191,0,747,80,1221,0,7,40,35,279,,ZoneA,2023-06-03 18:00,591,531,0,556,29,1228,0,7,40,20,291,,ZoneA,2023-07-03 18:00,596,422,0,357,27,1502,0,5,34,13,272,,ZoneA,2023-08-03 18:00,576,417,0,344,16,1570,0,4,32,8,340,,ZoneA,2023-09-03 18:00,609,254,0,565,17,1123,0,7,46,23,263
ZoneA,2023-01-03 19:00,533,323,0,296,16,735,0,7,44,16,303,,ZoneA,2023-02-03 19:00,391,385,0,342,15,539,0,0,45,21,327,,ZoneA,2023-03-03 19:00,575,237,0,389,54,1162,0,7,42,18,280,,ZoneA,2023-04-03 19:00,390,37,0,131,12,97,0,3,80,21,108,,ZoneA,2023-05-03 19:00,123,206,0,734,79,1211,0,7,40,35,284,,ZoneA,2023-06-03 19:00,590,601,0,514,42,1220,0,6,39,19,300,,ZoneA,2023-07-03 19:00,591,477,0,410,26,1575,0,4,33,14,278,,ZoneA,2023-08-03 19:00,582,426,0,446,13,1640,0,4,33,12,332,,ZoneA,2023-09-03 19:00,589,267,0,589,16,1113,0,6,46,23,265
ZoneA,2023-01-03 20:00,534,319,0,266,19,745,0,7,43,15,306,,ZoneA,2023-02-03 20:00,365,356,0,303,14,507,0,0,44,21,329,,ZoneA,2023-03-03 20:00,582,239,0,234,57,1292,0,7,36,12,304,,ZoneA,2023-04-03 20:00,347,35,0,84,13,89,0,2,78,17,119,,ZoneA,2023-05-03 20:00,121,212,0,712,77,1203,0,7,39,34,289,,ZoneA,2023-06-03 20:00,588,610,0,473,71,1246,0,7,38,18,303,,ZoneA,2023-07-03 20:00,589,549,0,510,27,1545,0,4,35,17,288,,ZoneA,2023-08-03 20:00,588,441,0,396,19,1803,0,4,31,14,342,,ZoneA,2023-09-03 20:00,571,266,0,608,19,1091,0,6,47,24,263
ZoneA,2023-01-03 21:00,527,309,0,141,39,773,0,6,39,10,324,,ZoneA,2023-02-03 21:00,339,331,0,213,14,469,0,0,41,17,346,,ZoneA,2023-03-03 21:00,572,236,0,232,58,1277,0,7,36,12,304,,ZoneA,2023-04-03 21:00,343,34,0,83,17,91,0,2,78,18,119,,ZoneA,2023-05-03 21:00,124,219,0,688,84,1271,0,7,38,32,295,,ZoneA,2023-06-03 21:00,589,613,0,396,109,1290,0,6,36,17,314,,ZoneA,2023-07-03 21:00,595,620,0,520,25,1626,0,4,34,16,303,,ZoneA,2023-08-03 21:00,575,434,0,359,22,1764,0,3,30,12,345,,ZoneA,2023-09-03 21:00,571,269,0,634,28,1223,0,5,45,24,268
ZoneA,2023-01-03 22:00,529,312,0,12,99,863,0,6,35,6,341,,ZoneA,2023-02-03 22:00,291,290,0,33,12,503,0,0,30,4,399,,ZoneA,2023-03-03 22:00,567,237,0,84,99,1279,0,6,33,8,320,,ZoneA,2023-04-03 22:00,324,31,0,20,17,78,0,2,77,8,125,,ZoneA,2023-05-03 22:00,127,228,0,495,90,1457,0,7,30,24,329,,ZoneA,2023-06-03 22:00,583,638,0,264,108,1339,0,7,32,13,314,,ZoneA,2023-07-03 22:00,598,682,0,522,71,1726,0,4,33,16,303,,ZoneA,2023-08-03 22:00,565,427,0,276,67,1806,0,3,29,12,350,,ZoneA,2023-09-03 22:00,573,278,0,636,31,1374,0,5,43,23,276
ZoneA,2023-01-03 23:00,552,331,0,0,153,961,0,6,35,8,338,,ZoneA,2023-02-03 23:00,334,374,0,1,14,652,0,0,25,1,424,,ZoneA,2023-03-03 23:00,580,240,0,1,173,1322,0,5,32,8,321,,ZoneA,2023-04-03 23:00,324,31,0,2,21,81,0,2,75,5,132,,ZoneA,2023-05-03 23:00,138,300,0,111,202,1647,0,8,19,13,386,,ZoneA,2023-06-03 23:00,588,692,0,106,97,1329,0,7,28,7,298,,ZoneA,2023-07-03 23:00,603,693,0,533,118,1808,0,4,33,17,290,,ZoneA,2023-08-03 23:00,568,410,0,170,135,1818,0,3,28,10,351,,ZoneA,2023-09-03 23:00,574,313,0,629,41,1509,0,5,41,22,288
